case_study,table,column,sql_type,abstract_type,nullable,is_pk,fk_target_table,fk_target_column,source
FLEX2,ACTION_LOG,LOG_ID,"NUMBER(8,0)",number,False,True,,,Flex1.sql
FLEX2,ACTION_LOG,FORM_NAME,VARCHAR2(50),string,True,False,,,Flex1.sql
FLEX2,ACTION_LOG,ACTION_NAME,VARCHAR2(50),string,True,False,,,Flex1.sql
FLEX2,ACTION_LOG,ROLL_NO,"NUMBER(12,0)",number,True,False,,,Flex1.sql
FLEX2,ACTION_LOG,OFFER_ID,"NUMBER(12,0)",number,True,False,,,Flex1.sql
FLEX2,ACTION_LOG,OLD_VALUES,VARCHAR2(100),string,True,False,,,Flex1.sql
FLEX2,ACTION_LOG,NEW_VALUES,VARCHAR2(100),string,True,False,,,Flex1.sql
FLEX2,ACTION_LOG,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,ACTION_LOG,CREATED_ON,DATE,date,True,False,,,Flex1.sql
FLEX2,ACTION_LOG,COURSE_ID,"NUMBER(4,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_MERIT_LIST,CAMP_ID,"NUMBER(2,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_MERIT_LIST,PROG_CODE,VARCHAR2(10),string,True,False,,,Flex1.sql
FLEX2,ADM_MERIT_LIST,ARN,"NUMBER(10,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_MERIT_LIST,TEST_TYPE,"NUMBER(3,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_MERIT_LIST,MERIT_MARKS,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,ADM_MERIT_LIST,CAMP_PREF,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_MERIT_LIST,DISP_PREF,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_MERIT_LIST,IS_SELECTED,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_MERIT_LIST,MERIT_POS,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_MERIT_LIST,PROG_LEVEL,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,CAMP_ID,"NUMBER(2,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,CAMP_CODE,VARCHAR2(10),string,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,PROG_ID,"NUMBER(3,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,PROG_CODE,VARCHAR2(10),string,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,NU_APPLS,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,NTS_APPLS,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,NTS_OFFER,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,NU_OFFER,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,SEATS,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,CUT_OFF_NU,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,CUT_OFF_NTS,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,ADM_OFFER_SUMMARY,PROG_LEVEL,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,APPMENU,MENUID,"NUMBER(6,0)",number,False,True,,,Flex1.sql
FLEX2,APPMENU,TITLE,VARCHAR2(50),string,True,False,,,Flex1.sql
FLEX2,APPMENU,PAGEHEADING,VARCHAR2(100),string,True,False,,,Flex1.sql
FLEX2,APPMENU,DESCRIPTION,VARCHAR2(100),string,True,False,,,Flex1.sql
FLEX2,APPMENU,ICON,VARCHAR2(50),string,True,False,,,Flex1.sql
FLEX2,APPMENU,URL,VARCHAR2(50),string,True,False,,,Flex1.sql
FLEX2,APPMENU,DISPLAYORDER,"NUMBER(3,0)",number,True,False,,,Flex1.sql
FLEX2,APPMENU,PARENTID,"NUMBER(6,0)",number,True,False,,,Flex1.sql
FLEX2,APPMENU,STATUS,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,APPROLE,ROLEID,NUMBER,number,False,True,,,Flex1.sql
FLEX2,APPROLE,TITLE,VARCHAR2(20),string,True,False,,,Flex1.sql
FLEX2,APPROLE,DESCRIPTION,VARCHAR2(30),string,True,False,,,Flex1.sql
FLEX2,APPROLEDETAIL,RM_ID,NUMBER,number,False,True,,,Flex1.sql
FLEX2,APPROLEDETAIL,ROLEID,NUMBER,number,True,False,APPROLE,ROLEID,Flex1.sql
FLEX2,APPROLEDETAIL,MENUID,"NUMBER(6,0)",number,True,False,APPMENU,MENUID,Flex1.sql
FLEX2,APPROLEDETAIL,CANADD,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,APPROLEDETAIL,CANEDIT,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,APPROLEDETAIL,CANDEL,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,APPUSER,USERID,NUMBER,number,False,True,,,Flex1.sql
FLEX2,APPUSER,USERNAME,VARCHAR2(30),string,True,False,,,Flex1.sql
FLEX2,APPUSER,USERPASSWORD,VARCHAR2(50),string,True,False,,,Flex1.sql
FLEX2,APPUSER,USERTYPE,VARCHAR2(15),string,True,False,,,Flex1.sql
FLEX2,APPUSER,IPADDRESS,VARCHAR2(20),string,True,False,,,Flex1.sql
FLEX2,APPUSER,LASTLOGIN,DATE,date,True,False,,,Flex1.sql
FLEX2,APPUSER,CREATEDDATE,DATE,date,True,False,,,Flex1.sql
FLEX2,APPUSER,EMP_ID,"NUMBER(8,0)",number,True,False,EMPLOYEE,EMP_ID,Flex1.sql
FLEX2,APPUSER,ALLOW_DEPT_ID,VARCHAR2(20),string,True,False,,,Flex1.sql
FLEX2,APPUSERBOOKMARK,UM_ID,NUMBER,number,False,True,,,Flex1.sql
FLEX2,APPUSERBOOKMARK,MENUID,"NUMBER(6,0)",number,True,False,,,Flex1.sql
FLEX2,APPUSERBOOKMARK,USERID,NUMBER,number,True,False,APPUSER,USERID,Flex1.sql
FLEX2,APPUSERBOOKMARK,DISPLAYORDER,"NUMBER(2,0)",number,True,False,,,Flex1.sql
FLEX2,APPUSERCAMPUS,UC_ID,NUMBER,number,False,True,,,Flex1.sql
FLEX2,APPUSERCAMPUS,USERID,NUMBER,number,True,False,APPUSER,USERID,Flex1.sql
FLEX2,APPUSERCAMPUS,CAMP_ID,"NUMBER(3,0)",number,True,False,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,APPUSERDEPARTMENT,UD_ID,NUMBER,number,False,True,,,Flex1.sql
FLEX2,APPUSERDEPARTMENT,USERID,NUMBER,number,True,False,APPUSER,USERID,Flex1.sql
FLEX2,APPUSERDEPARTMENT,DEPT_ID,"NUMBER(4,0)",number,True,False,DEPARTMENT,DEPT_ID,Flex1.sql
FLEX2,APPUSERROLE,UR_ID,NUMBER,number,False,True,,,Flex1.sql
FLEX2,APPUSERROLE,ROLEID,NUMBER,number,True,False,APPROLE,ROLEID,Flex1.sql
FLEX2,APPUSERROLE,USERID,NUMBER,number,True,False,APPUSER,USERID,Flex1.sql
FLEX2,BATCH,BATCH_NO,"NUMBER(8,0)",number,False,True,,,Flex1.sql
FLEX2,BATCH,TITLE,VARCHAR2(30),string,True,False,,,Flex1.sql
FLEX2,BATCH,START_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,BATCH,SHIFT_ID,CHAR(1),string,True,False,D_SHIFT,SHIFT_ID,Flex1.sql
FLEX2,BATCH,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,BATCH,CREATED_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,BATCH_PROGRAM,BATCH_NO,"NUMBER(8,0)",number,False,True,BATCH,BATCH_NO,Flex1.sql
FLEX2,BATCH_PROGRAM,PROG_ID,"NUMBER(4,0)",number,False,True,PROGRAM,PROG_ID,Flex1.sql
FLEX2,BATCH_PROGRAM,MIN_CR_HRS,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,BATCH_PROGRAM,MIN_PASS_PNTS,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,BATCH_PROGRAM,MAX_RPT_PNTS,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,BATCH_PROGRAM,MIN_CGPA,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,BATCH_PROGRAM,AVG_COURSE,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,BATCH_PROGRAM,AVG_CREDIT,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,BATCH_PROGRAM,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,BATCH_PROGRAM,CREATED_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,BATCH_SECTION,CAMP_ID,"NUMBER(3,0)",number,False,True,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,BATCH_SECTION,BATCH_NO,"NUMBER(8,0)",number,False,True,BATCH,BATCH_NO,Flex1.sql
FLEX2,BATCH_SECTION,PROG_ID,"NUMBER(4,0)",number,False,True,PROGRAM,PROG_ID,Flex1.sql
FLEX2,BATCH_SECTION,SECTION_ID,"NUMBER(4,0)",number,False,True,SECTION,SECTION_ID,Flex1.sql
FLEX2,BATCH_SECTION,SHIFT_ID,CHAR(1),string,True,False,D_SHIFT,SHIFT_ID,Flex1.sql
FLEX2,BATCH_SECTION,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,BATCH_SECTION,CREATED_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMPUS,CAMP_ID,"NUMBER(3,0)",number,False,True,,,Flex1.sql
FLEX2,CAMPUS,NAME,VARCHAR2(30),string,True,False,,,Flex1.sql
FLEX2,CAMPUS,ABBR,VARCHAR2(4),string,True,False,,,Flex1.sql
FLEX2,CAMPUS,ADDRESS,VARCHAR2(150),string,True,False,,,Flex1.sql
FLEX2,CAMPUS,CITY,VARCHAR2(20),string,True,False,,,Flex1.sql
FLEX2,CAMPUS,TELNO1,VARCHAR2(15),string,True,False,,,Flex1.sql
FLEX2,CAMPUS,TELNO2,VARCHAR2(15),string,True,False,,,Flex1.sql
FLEX2,CAMPUS,FAXNO,VARCHAR2(15),string,True,False,,,Flex1.sql
FLEX2,CAMPUS,EMAIL,VARCHAR2(30),string,True,False,,,Flex1.sql
FLEX2,CAMPUS,WEB_URL,VARCHAR2(30),string,True,False,,,Flex1.sql
FLEX2,CAMPUS,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,CAMPUS,CREATED_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMPUS_ACTIVITY,CAMP_ACT_ID,"NUMBER(5,0)",number,False,True,,,Flex1.sql
FLEX2,CAMPUS_ACTIVITY,CAMP_ID,"NUMBER(3,0)",number,True,False,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,CAMPUS_ACTIVITY,DEPT_ID,"NUMBER(4,0)",number,True,False,DEPARTMENT,DEPT_ID,Flex1.sql
FLEX2,CAMPUS_ACTIVITY,ACTIVITY_NAME,VARCHAR2(50),string,True,False,,,Flex1.sql
FLEX2,CAMPUS_ACTIVITY,START_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMPUS_ACTIVITY,END_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMPUS_ACTIVITY,FEEDBACK_ID,"NUMBER(6,0)",number,True,False,,,Flex1.sql
FLEX2,CAMPUS_BATCH,CAMP_ID,"NUMBER(3,0)",number,False,True,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,CAMPUS_BATCH,BATCH_NO,"NUMBER(8,0)",number,False,True,BATCH,BATCH_NO,Flex1.sql
FLEX2,CAMPUS_BATCH,STATUS,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,CAMPUS_DEPT,CAMP_ID,"NUMBER(3,0)",number,True,False,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,CAMPUS_DEPT,SCH_ID,"NUMBER(4,0)",number,True,False,SCHOOL,SCH_ID,Flex1.sql
FLEX2,CAMPUS_DEPT,DEPT_ID,"NUMBER(4,0)",number,True,False,DEPARTMENT,DEPT_ID,Flex1.sql
FLEX2,CAMPUS_DEPT_PROGRAM,CAMP_ID,"NUMBER(3,0)",number,True,False,,,Flex1.sql
FLEX2,CAMPUS_DEPT_PROGRAM,PROG_ID,"NUMBER(4,0)",number,True,False,,,Flex1.sql
FLEX2,CAMPUS_DEPT_PROGRAM,DEPT_ID,"NUMBER(4,0)",number,True,False,,,Flex1.sql
FLEX2,CAMPUS_PREFERENCE,ARN,"NUMBER(10,0)",number,False,True,STUDENT_PERSONAL_INFO,ARN,Flex1.sql
FLEX2,CAMPUS_PREFERENCE,CAMP_ID,"NUMBER(3,0)",number,False,True,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,CAMPUS_PREFERENCE,RATING,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,CAMPUS_PREFERENCE,IS_SELECTED,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,CAMPUS_PROGRAM,CAMP_ID,"NUMBER(3,0)",number,False,True,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,CAMPUS_PROGRAM,PROG_ID,"NUMBER(4,0)",number,False,True,PROGRAM,PROG_ID,Flex1.sql
FLEX2,CAMPUS_PROGRAM,STATUS,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,CAMP_ID,"NUMBER(3,0)",number,False,True,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,CAMP_SEMESTER,SEM_ID,"NUMBER(8,0)",number,False,True,SEMESTER,SEM_ID,Flex1.sql
FLEX2,CAMP_SEMESTER,START_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,END_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,REG_START_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,REG_END_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,ADD_DROP_SDATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,ADD_DROP_EDATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,CLASS_START_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,CLASS_END_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,WITH_DRAW_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,FEE_DUE_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,FM_CLOSE_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,STATUS,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,CAMP_SEMESTER,CREATED_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,CITY,CITY_ID,"NUMBER(5,0)",number,False,True,,,Flex1.sql
FLEX2,CITY,TITLE,VARCHAR2(500),string,True,False,,,Flex1.sql
FLEX2,CNIC_LOG,ID,"NUMBER(7,0)",number,False,True,,,Flex1.sql
FLEX2,CNIC_LOG,ROLLNO,"NUMBER(12,0)",number,True,False,,,Flex1.sql
FLEX2,CNIC_LOG,OLD_RELATION,"NUMBER(10,0)",number,True,False,,,Flex1.sql
FLEX2,CNIC_LOG,OLD_CNIC,VARCHAR2(16),string,True,False,,,Flex1.sql
FLEX2,CNIC_LOG,IS_OLD_FOR_WHTAX,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,CNIC_LOG,NEW_RELATION,"NUMBER(10,0)",number,True,False,,,Flex1.sql
FLEX2,CNIC_LOG,NEW_CNIC,VARCHAR2(16),string,True,False,,,Flex1.sql
FLEX2,CNIC_LOG,IS_NEW_FOR_WHTAX,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,CNIC_LOG,ENTEREDBY,VARCHAR2(250),string,True,False,,,Flex1.sql
FLEX2,CNIC_LOG,ENTRYDATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COUNTRY,COUNTRY_ID,"NUMBER(5,0)",number,False,True,,,Flex1.sql
FLEX2,COUNTRY,TITLE,VARCHAR2(500),string,True,False,,,Flex1.sql
FLEX2,COURSE,COURSE_ID,"NUMBER(4,0)",number,False,True,,,Flex1.sql
FLEX2,COURSE,CODE,VARCHAR2(10),string,True,False,,,Flex1.sql
FLEX2,COURSE,TITLE,VARCHAR2(50),string,True,False,,,Flex1.sql
FLEX2,COURSE,SHORT_TITLE,VARCHAR2(30),string,True,False,,,Flex1.sql
FLEX2,COURSE,CREDIT_HRS,"NUMBER(2,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE,DISP_CR_HR,VARCHAR2(10),string,True,False,,,Flex1.sql
FLEX2,COURSE,LEVEL_ID,"NUMBER(2,0)",number,True,False,D_COURSE_LEVEL,LEVEL_ID,Flex1.sql
FLEX2,COURSE,STATUS,"NUMBER(2,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE,COURSE_TYPE_ID,"NUMBER(2,0)",number,True,False,D_COURSE_TYPE,TYPE_ID,Flex1.sql
FLEX2,COURSE,EQUIVALENCE,"NUMBER(4,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE,DESCRIPTION,VARCHAR2(1000),string,True,False,,,Flex1.sql
FLEX2,COURSE,LAB_ID,"NUMBER(4,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE,CREATED_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE,DEPT_ID,"NUMBER(4,0)",number,True,False,DEPARTMENT,DEPT_ID,Flex1.sql
FLEX2,COURSE,MIN_CREDIT_HRS,"NUMBER(4,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_COREQUISITE,COURSE_ID,"NUMBER(4,0)",number,False,True,COURSE,COURSE_ID,Flex1.sql
FLEX2,COURSE_COREQUISITE,COREQUISITE_COURSE,"NUMBER(4,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,EVAL_ID,"NUMBER(10,0)",number,False,True,,,Flex1.sql
FLEX2,COURSE_EVALUATION,OFFER_ID,"NUMBER(12,0)",number,True,False,COURSE_OFFER,OFFER_ID,Flex1.sql
FLEX2,COURSE_EVALUATION,EVAL_TYPE_ID,"NUMBER(3,0)",number,True,False,D_COURSE_EVALUATION,EVAL_TYPE_ID,Flex1.sql
FLEX2,COURSE_EVALUATION,EVAL_NO,"NUMBER(2,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,TOTAL_MARKS,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,WEIGHT_MARKS,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,BEST_OF_MARKS,"NUMBER(3,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,CURRENT_SCHEME,"NUMBER(2,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,IS_LOCK,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,CAMP_ID,"NUMBER(3,0)",number,True,False,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,COURSE_EVALUATION,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,CREATED_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,AVERAGE,"NUMBER(5,1)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,STD_DEV,"NUMBER(5,1)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,EVAL_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,MIN_MARKS,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION,MAX_MARKS,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION_DETAIL,EVAL_ID,"NUMBER(8,0)",number,False,True,COURSE_EVALUATION,EVAL_ID,Flex1.sql
FLEX2,COURSE_EVALUATION_DETAIL,ROLL_NO,"NUMBER(12,0)",number,False,True,STUDENT_PROGRAM,ROLL_NO,Flex1.sql
FLEX2,COURSE_EVALUATION_DETAIL,OBTAINED_MARKS,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION_DETAIL,OBTAINED_WEIGHT,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION_DETAIL,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVALUATION_DETAIL,CREATED_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE_EVAL_SCHEME,CAMP_ID,"NUMBER(3,0)",number,False,True,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,COURSE_EVAL_SCHEME,OFFER_ID,"NUMBER(12,0)",number,False,True,COURSE_OFFER,OFFER_ID,Flex1.sql
FLEX2,COURSE_EVAL_SCHEME,EVAL_TYPE_ID,"NUMBER(3,0)",number,False,True,D_COURSE_EVALUATION,EVAL_TYPE_ID,Flex1.sql
FLEX2,COURSE_EVAL_SCHEME,BEST_OF,"NUMBER(5,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVAL_SCHEME,IS_PROPOSED,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVAL_SCHEME,SET_BY_USER,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVAL_SCHEME,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVAL_SCHEME,CREATED_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE_EVAL_SCHEME,WEIGHT,"NUMBER(5,2)",number,True,False,,,Flex1.sql
FLEX2,COURSE_EVAL_SCHEME,EQUALLY_CHECK,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_OFFER,OFFER_ID,"NUMBER(12,0)",number,False,True,,,Flex1.sql
FLEX2,COURSE_OFFER,CAMP_ID,"NUMBER(3,0)",number,True,False,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,COURSE_OFFER,SEM_ID,"NUMBER(8,0)",number,True,False,SEMESTER,SEM_ID,Flex1.sql
FLEX2,COURSE_OFFER,COURSE_ID,"NUMBER(4,0)",number,True,False,COURSE,COURSE_ID,Flex1.sql
FLEX2,COURSE_OFFER,SECTION_ID,"NUMBER(4,0)",number,True,False,SECTION,SECTION_ID,Flex1.sql
FLEX2,COURSE_OFFER,BUILDING_NO,VARCHAR2(3),string,True,False,,,Flex1.sql
FLEX2,COURSE_OFFER,ROOM_NO,VARCHAR2(3),string,True,False,,,Flex1.sql
FLEX2,COURSE_OFFER,EMP_ID,"NUMBER(8,0)",number,True,False,EMPLOYEE,EMP_ID,Flex1.sql
FLEX2,COURSE_OFFER,OFFER_DEPT_ID,"NUMBER(4,0)",number,True,False,DEPARTMENT,DEPT_ID,Flex1.sql
FLEX2,COURSE_OFFER,SHIFT_ID,CHAR(1),string,True,False,D_SHIFT,SHIFT_ID,Flex1.sql
FLEX2,COURSE_OFFER,OFFER_STATUS,"NUMBER(1,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_OFFER,OFFER_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE_OFFER,MAX_SEATS,"NUMBER(3,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_OFFER,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_OFFER,CREATED_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE_OFFER,START_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE_OFFER,END_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE_OFFER_DETAIL,OFFER_ID,"NUMBER(12,0)",number,False,True,COURSE_OFFER,OFFER_ID,Flex1.sql
FLEX2,COURSE_OFFER_DETAIL,PROG_ID,"NUMBER(4,0)",number,False,True,PROGRAM,PROG_ID,Flex1.sql
FLEX2,COURSE_OFFER_DETAIL,BATCH_NO,"NUMBER(8,0)",number,False,True,BATCH,BATCH_NO,Flex1.sql
FLEX2,COURSE_OFFER_DETAIL,BATCH_SECTION,"NUMBER(4,0)",number,False,True,SECTION,SECTION_ID,Flex1.sql
FLEX2,COURSE_OFFER_DETAIL,CAMP_ID,"NUMBER(3,0)",number,True,False,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,COURSE_PREREQ,COURSE_ID,"NUMBER(4,0)",number,False,True,COURSE,COURSE_ID,Flex1.sql
FLEX2,COURSE_PREREQ,COURSE_PREREQ,"NUMBER(4,0)",number,False,True,,,Flex1.sql
FLEX2,COURSE_PREREQ,SCH_ID,"NUMBER(4,0)",number,True,False,SCHOOL,SCH_ID,Flex1.sql
FLEX2,COURSE_PREREQ,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_PREREQ,CREATED_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE_REGISTRATION,OFFER_ID,"NUMBER(12,0)",number,False,True,COURSE_OFFER,OFFER_ID,Flex1.sql
FLEX2,COURSE_REGISTRATION,ROLL_NO,"NUMBER(12,0)",number,False,True,STUDENT_PROGRAM,ROLL_NO,Flex1.sql
FLEX2,COURSE_REGISTRATION,CAMP_ID,"NUMBER(3,0)",number,True,False,CAMPUS,CAMP_ID,Flex1.sql
FLEX2,COURSE_REGISTRATION,SEM_ID,"NUMBER(8,0)",number,True,False,SEMESTER,SEM_ID,Flex1.sql
FLEX2,COURSE_REGISTRATION,COURSE_ID,"NUMBER(4,0)",number,True,False,COURSE,COURSE_ID,Flex1.sql
FLEX2,COURSE_REGISTRATION,SECTION_ID,"NUMBER(4,0)",number,True,False,SECTION,SECTION_ID,Flex1.sql
FLEX2,COURSE_REGISTRATION,RELATION_ID,CHAR(2),string,True,False,D_COURSE_RELATION,RELATION_ID,Flex1.sql
FLEX2,COURSE_REGISTRATION,REG_STATUS,"NUMBER(2,0)",number,True,False,D_REG_STATUS,STATUS_ID,Flex1.sql
FLEX2,COURSE_REGISTRATION,GRADE_POINT,"NUMBER(3,2)",number,True,False,,,Flex1.sql
FLEX2,COURSE_REGISTRATION,GRADE,VARCHAR2(5),string,True,False,,,Flex1.sql
FLEX2,COURSE_REGISTRATION,IS_REPLACED,"NUMBER(2,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_REGISTRATION,REPLACED_WITH,"NUMBER(4,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_REGISTRATION,REG_APPROVAL_DATE,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE_REGISTRATION,CREATED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
FLEX2,COURSE_REGISTRATION,CREATED_ON,DATE,date,True,False,,,Flex1.sql
FLEX2,COURSE_REGISTRATION,LAST_MODIFIED_BY,"NUMBER(8,0)",number,True,False,,,Flex1.sql
