case_study,table,column,sql_type,abstract_type,nullable,is_pk,fk_target_table,fk_target_column,source
OFBiz,Container,containerTypeId,id,string,True,False,ContainerType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Container,facilityId,id,string,True,False,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Container,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ContainerType,containerTypeId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ContainerType,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ContainerGeoPoint,containerId,id,string,False,True,Container,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ContainerGeoPoint,geoPointId,id,string,False,True,GeoPoint,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ContainerGeoPoint,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ContainerGeoPoint,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,facilityId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,facilityTypeId,id,string,True,False,FacilityType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,parentFacilityId,id,string,True,False,Facility,facilityId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,ownerPartyId,id,string,True,False,Party,partyId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,defaultInventoryItemTypeId,id,string,True,False,InventoryItemType,inventoryItemTypeId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,facilityName,name,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,primaryFacilityGroupId,id,string,True,False,FacilityGroup,facilityGroupId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,facilitySize,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,facilitySizeUomId,id,string,True,False,Uom,uomId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,productStoreId,id,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,defaultDaysToShip,numeric,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,openedDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,closedDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,defaultDimensionUomId,id,string,True,False,Uom,uomId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,defaultWeightUomId,id,string,True,False,Uom,uomId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,geoPointId,id,string,True,False,GeoPoint,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,facilityLevel,numeric,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,autoReservePrun,indicator,boolean,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,allowInventoryReallocation,indicator,boolean,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,Facility,reconcilePrunBackorders,indicator,boolean,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityAttribute,facilityId,id,string,False,True,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityAttribute,attrName,id-long,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityAttribute,attrValue,value,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityAttribute,attrDescription,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCalendar,facilityId,id,string,False,True,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCalendar,calendarId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCalendar,facilityCalendarTypeId,id,string,False,True,FacilityCalendarType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCalendar,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCalendar,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCalendarType,facilityCalendarTypeId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCalendarType,parentTypeId,id,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCalendarType,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCarrierShipment,facilityId,id,string,False,True,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCarrierShipment,partyId,id,string,False,True,CarrierShipmentMethod,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCarrierShipment,roleTypeId,id,string,False,True,CarrierShipmentMethod,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityCarrierShipment,shipmentMethodTypeId,id,string,False,True,CarrierShipmentMethod,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContactMech,facilityId,id,string,False,True,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContactMech,contactMechId,id,string,False,True,ContactMech,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContactMech,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContactMech,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContactMech,extension,very-short,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContactMech,comments,comment,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContactMechPurpose,facilityId,id,string,False,True,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContactMechPurpose,contactMechId,id,string,False,True,ContactMech,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContactMechPurpose,contactMechPurposeTypeId,id,string,False,True,ContactMechPurposeType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContactMechPurpose,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContactMechPurpose,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroup,facilityGroupId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroup,facilityGroupTypeId,id,string,True,False,FacilityGroupType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroup,primaryParentGroupId,id,string,True,False,FacilityGroup,facilityGroupId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroup,facilityGroupName,name,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroup,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupMember,facilityId,id,string,False,True,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupMember,facilityGroupId,id,string,False,True,FacilityGroup,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupMember,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupMember,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupMember,sequenceNum,numeric,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupRole,facilityGroupId,id,string,False,True,FacilityGroup,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupRole,partyId,id,string,False,True,PartyRole,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupRole,roleTypeId,id,string,False,True,PartyRole,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupRollup,facilityGroupId,id,string,False,True,FacilityGroup,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupRollup,parentFacilityGroupId,id,string,False,True,FacilityGroup,facilityGroupId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupRollup,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupRollup,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupRollup,sequenceNum,numeric,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupType,facilityGroupTypeId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityGroupType,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocation,facilityId,id,string,False,True,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocation,locationSeqId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocation,locationTypeEnumId,id,string,True,False,Enumeration,enumId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocation,areaId,id,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocation,aisleId,id,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocation,sectionId,id,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocation,levelId,id,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocation,positionId,id,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocation,geoPointId,id,string,True,False,GeoPoint,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocationGeoPoint,facilityId,id,string,False,True,FacilityLocation,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocationGeoPoint,locationSeqId,id,string,False,True,FacilityLocation,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocationGeoPoint,geoPointId,id,string,False,True,GeoPoint,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocationGeoPoint,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityLocationGeoPoint,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityParty,facilityId,id,string,False,True,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityParty,partyId,id,string,False,True,PartyRole,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityParty,roleTypeId,id,string,False,True,PartyRole,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityParty,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityParty,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContent,facilityId,id,string,False,True,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContent,contentId,id,string,False,True,Content,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContent,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityContent,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityType,facilityTypeId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityType,parentTypeId,id,string,True,False,FacilityType,facilityTypeId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityType,hasTable,indicator,boolean,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityType,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityTypeAttr,facilityTypeId,id,string,False,True,FacilityType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityTypeAttr,attrName,id-long,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityTypeAttr,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacility,productId,id,string,False,True,Product,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacility,facilityId,id,string,False,True,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacility,minimumStock,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacility,reorderQuantity,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacility,daysToShip,numeric,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacility,replenishMethodEnumId,id,string,True,False,Enumeration,enumId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacility,lastInventoryCount,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacility,requirementMethodEnumId,id,string,True,False,Enumeration,enumId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityAssocType,facilityAssocTypeId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,FacilityAssocType,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityAssoc,productId,id,string,False,True,Product,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityAssoc,facilityId,id,string,False,True,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityAssoc,facilityIdTo,id,string,False,True,Facility,facilityId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityAssoc,facilityAssocTypeId,id,string,False,True,FacilityAssocType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityAssoc,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityAssoc,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityAssoc,sequenceNum,numeric,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityAssoc,transitTime,numeric,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityLocation,productId,id,string,False,True,Product,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityLocation,facilityId,id,string,False,True,FacilityLocation,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityLocation,locationSeqId,id,string,False,True,FacilityLocation,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityLocation,minimumStock,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFacilityLocation,moveQuantity,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeature,productFeatureId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeature,productFeatureTypeId,id,string,True,False,ProductFeatureType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeature,productFeatureCategoryId,id,string,True,False,ProductFeatureCategory,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeature,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeature,uomId,id,string,True,False,Uom,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeature,numberSpecified,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeature,defaultAmount,currency-amount,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeature,defaultSequenceNum,numeric,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeature,abbrev,id,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeature,idCode,id-long,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureAppl,productId,id,string,False,True,Product,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureAppl,productFeatureId,id,string,False,True,ProductFeature,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureAppl,productFeatureApplTypeId,id,string,True,False,ProductFeatureApplType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureAppl,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureAppl,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureAppl,sequenceNum,numeric,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureAppl,amount,currency-amount,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureAppl,recurringAmount,currency-amount,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureApplType,productFeatureApplTypeId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureApplType,parentTypeId,id,string,True,False,ProductFeatureApplType,productFeatureApplTypeId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureApplType,hasTable,indicator,boolean,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureApplType,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureApplAttr,productId,id,string,False,True,ProductFeatureAppl,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureApplAttr,productFeatureId,id,string,False,True,ProductFeatureAppl,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureApplAttr,fromDate,date-time,date,False,True,ProductFeatureAppl,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureApplAttr,attrName,id-long,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureApplAttr,attrValue,value,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureCategory,productFeatureCategoryId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureCategory,parentCategoryId,id,string,True,False,ProductFeatureCategory,productFeatureCategoryId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureCategory,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureCategoryAppl,productCategoryId,id,string,False,True,ProductCategory,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureCategoryAppl,productFeatureCategoryId,id,string,False,True,ProductFeatureCategory,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureCategoryAppl,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureCategoryAppl,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureCatGrpAppl,productCategoryId,id,string,False,True,ProductCategory,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureCatGrpAppl,productFeatureGroupId,id,string,False,True,ProductFeatureGroup,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureCatGrpAppl,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureCatGrpAppl,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureDataResource,dataResourceId,id,string,False,True,DataResource,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureDataResource,productFeatureId,id,string,False,True,ProductFeature,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureGroup,productFeatureGroupId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureGroup,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureGroupAppl,productFeatureGroupId,id,string,False,True,ProductFeatureGroup,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureGroupAppl,productFeatureId,id,string,False,True,ProductFeature,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureGroupAppl,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureGroupAppl,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureGroupAppl,sequenceNum,numeric,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureIactn,productFeatureId,id,string,False,True,ProductFeature,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureIactn,productFeatureIdTo,id,string,False,True,ProductFeature,productFeatureId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureIactn,productFeatureIactnTypeId,id,string,True,False,ProductFeatureIactnType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureIactn,productId,id,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureIactnType,productFeatureIactnTypeId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureIactnType,parentTypeId,id,string,True,False,ProductFeatureIactnType,productFeatureIactnTypeId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureIactnType,hasTable,indicator,boolean,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureIactnType,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureType,productFeatureTypeId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureType,parentTypeId,id,string,True,False,ProductFeatureType,productFeatureTypeId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureType,hasTable,indicator,boolean,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeatureType,description,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeaturePrice,productFeatureId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeaturePrice,productPriceTypeId,id,string,False,True,ProductPriceType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeaturePrice,currencyUomId,id,string,False,True,Uom,uomId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeaturePrice,fromDate,date-time,date,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeaturePrice,thruDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeaturePrice,price,currency-precise,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeaturePrice,createdDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeaturePrice,createdByUserLogin,id-vlong,string,True,False,UserLogin,userLoginId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeaturePrice,lastModifiedDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,ProductFeaturePrice,lastModifiedByUserLogin,id-vlong,string,True,False,UserLogin,userLoginId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,inventoryItemId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,inventoryItemTypeId,id,string,True,False,InventoryItemType,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,productId,id,string,True,False,Product,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,partyId,id,string,True,False,Party,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,ownerPartyId,id,string,True,False,Party,partyId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,statusId,id,string,True,False,StatusItem,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,datetimeReceived,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,datetimeManufactured,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,expireDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,facilityId,id,string,True,False,Facility,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,containerId,id,string,True,False,Container,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,lotId,id,string,True,False,Lot,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,uomId,id,string,True,False,Uom,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,binNumber,id,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,locationSeqId,id,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,comments,comment,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,quantityOnHandTotal,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,availableToPromiseTotal,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,accountingQuantityTotal,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,serialNumber,value,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,softIdentifier,value,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,activationNumber,value,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,activationValidThru,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,unitCost,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,currencyUomId,id,string,True,False,Uom,uomId,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItem,fixedAssetId,id,string,True,False,FixedAsset,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItemAttribute,inventoryItemId,id,string,False,True,InventoryItem,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItemAttribute,attrName,id-long,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItemAttribute,attrValue,value,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItemAttribute,attrDescription,description,string,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItemDetail,inventoryItemId,id,string,False,True,InventoryItem,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItemDetail,inventoryItemDetailSeqId,id,string,False,True,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItemDetail,effectiveDate,date-time,date,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItemDetail,quantityOnHandDiff,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
OFBiz,InventoryItemDetail,availableToPromiseDiff,fixed-point,number,True,False,,,applications/datamodel/entitydef/product-entitymodel.xml
